Disease_Name,Symptom,Count,not_count,term_proportion,survey_frequency,survey_idf,survey_tf_idf,HPO_Code,HPO_label,hpo_dataset_idf,survey_hpo_idf,survey_hpo_tf_idf
Wiedemann-Steiner Syndrome (WSS),Respitory_Abnormality_Symptom_Present,2.0,53.0,0.03636363636363636,0.00149812734082397,1.6505875661411493,0.002472790361260149,HP:0002086,Abnormality of the respiratory system,6.344723739362192,7.995311305503341,0.011977994465173544
4H Leukodystrophy,Decreased_Pulmonary_Function_Symptom_Present,1.0,7.0,0.125,0.008,1.93826963859293,0.015506157108743441,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.976140558515068,0.07180912446812054
8p-related disorders,Decreased_Pulmonary_Function_Symptom_Present,1.0,9.0,0.1,0.004484304932735426,1.93826963859293,0.008691792101313588,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.976140558515068,0.04025175138347564
AHC (Alternating Hemiplegia of Childhood),Decreased_Pulmonary_Function_Symptom_Present,1.0,17.0,0.05555555555555555,0.002183406113537118,1.93826963859293,0.0042320297785871834,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.976140558515068,0.019598560171430277
Kleefstra syndrome,Decreased_Pulmonary_Function_Symptom_Present,1.0,23.0,0.041666666666666664,0.0015408320493066256,1.93826963859293,0.0029865479793419573,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.976140558515068,0.013830725051641091
Malan Syndrome,Decreased_Pulmonary_Function_Symptom_Present,1.0,28.0,0.034482758620689655,0.0013831258644536654,1.93826963859293,0.00268087086942314,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.976140558515068,0.01241513216945376
Pallister-Killian mosaic syndrome (PKS),Decreased_Pulmonary_Function_Symptom_Present,1.0,7.0,0.125,0.005847953216374269,1.93826963859293,0.011334910167210117,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.976140558515068,0.052492050049795715
STXBP1 related Disorders,Decreased_Pulmonary_Function_Symptom_Present,1.0,54.0,0.01818181818181818,0.0008077544426494346,1.93826963859293,0.0015656459116259534,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.976140558515068,0.007250517413986323
Wiedemann-Steiner Syndrome (WSS),Decreased_Pulmonary_Function_Symptom_Present,2.0,53.0,0.03636363636363636,0.00149812734082397,1.93826963859293,0.002903774739465064,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.976140558515068,0.013447401585790365
8p-related disorders,Abnormal_Diaphragm_Symptom_Present,1.0,9.0,0.1,0.004484304932735426,2.749199854809259,0.012328250469996676,HP:0000775,Abnormality of the diaphragm,7.885168780309341,10.6343686351186,0.04768775172698923
AHC (Alternating Hemiplegia of Childhood),Abnormal_Diaphragm_Symptom_Present,1.0,17.0,0.05555555555555555,0.002183406113537118,2.749199854809259,0.006002619770325892,HP:0000775,Abnormality of the diaphragm,7.885168780309341,10.6343686351186,0.023219145491525327
Pallister-Killian mosaic syndrome (PKS),Abnormal_Diaphragm_Symptom_Present,1.0,7.0,0.125,0.005847953216374269,2.749199854809259,0.01607719213338748,HP:0000775,Abnormality of the diaphragm,7.885168780309341,10.6343686351186,0.062189290263851456
8p-related disorders,Respitory_Insufficiency_Symptom_Present,1.0,9.0,0.1,0.004484304932735426,2.3437347467010947,0.010510021285655133,HP:0002093,Respiratory insufficiency,4.639975647123768,6.983710393824863,0.031317086967824495
Pallister-Killian mosaic syndrome (PKS),Respitory_Insufficiency_Symptom_Present,1.0,7.0,0.125,0.005847953216374269,2.3437347467010947,0.013706051150298798,HP:0002093,Respiratory insufficiency,4.639975647123768,6.983710393824863,0.04084041165979452
Ring14 and related disorders,Respitory_Insufficiency_Symptom_Present,1.0,5.0,0.16666666666666666,0.005555555555555556,2.3437347467010947,0.01302074859278386,HP:0002093,Respiratory insufficiency,4.639975647123768,6.983710393824863,0.03879839107680479
STXBP1 related Disorders,Respitory_Insufficiency_Symptom_Present,2.0,53.0,0.03636363636363636,0.0016155088852988692,2.3437347467010947,0.003786324308079313,HP:0002093,Respiratory insufficiency,4.639975647123768,6.983710393824863,0.011282246193578132
Wiedemann-Steiner Syndrome (WSS),Respitory_Insufficiency_Symptom_Present,1.0,54.0,0.01818181818181818,0.000749063670411985,2.3437347467010947,0.0017556065518360261,HP:0002093,Respiratory insufficiency,4.639975647123768,6.983710393824863,0.005231243740692781
AHC (Alternating Hemiplegia of Childhood),Restrictive_Lung_Disease_Symptom_Present,1.0,17.0,0.05555555555555555,0.002183406113537118,2.749199854809259,0.006002619770325892,HP:0002091,Restrictive ventilatory defect,5.805727238629506,8.554927093438764,0.018678880116678523
Kleefstra syndrome,Restrictive_Lung_Disease_Symptom_Present,1.0,23.0,0.041666666666666664,0.0015408320493066256,2.749199854809259,0.004236055246239228,HP:0002091,Restrictive ventilatory defect,5.805727238629506,8.554927093438764,0.013181705845052025
STXBP1 related Disorders,Restrictive_Lung_Disease_Symptom_Present,1.0,54.0,0.01818181818181818,0.0008077544426494346,2.749199854809259,0.0022206783964533595,HP:0002091,Restrictive ventilatory defect,5.805727238629506,8.554927093438764,0.006910280366267176
8p-related disorders,Abnormal_Breathing_Patterns_Symptom_Present,1.0,9.0,0.1,0.004484304932735426,1.4274440148269396,0.006401094236892106,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.027678472164893192
AHC (Alternating Hemiplegia of Childhood),Abnormal_Breathing_Patterns_Symptom_Present,3.0,15.0,0.16666666666666666,0.006550218340611353,1.4274440148269396,0.009350069966115324,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.040429908031252286
CACNA1A related disorders,Abnormal_Breathing_Patterns_Symptom_Present,4.0,39.0,0.09302325581395349,0.0041279669762641896,1.4274440148269396,0.0058924417536715765,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.025479047648178252
CASK-Related Disorders,Abnormal_Breathing_Patterns_Symptom_Present,3.0,11.0,0.21428571428571427,0.008670520231213872,1.4274440148269396,0.012376682209482135,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.05351704589107961
CHAMP1 related disorders,Abnormal_Breathing_Patterns_Symptom_Present,1.0,12.0,0.07692307692307693,0.0030959752321981426,1.4274440148269396,0.004419331315253684,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.019109285736133692
CHD2 related disorders,Abnormal_Breathing_Patterns_Symptom_Present,1.0,25.0,0.038461538461538464,0.002074688796680498,1.4274440148269396,0.0029615021054500822,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.012805600192471333
HUWE1-related disorders,Abnormal_Breathing_Patterns_Symptom_Present,1.0,17.0,0.05555555555555555,0.002331002331002331,1.4274440148269396,0.003327375325936922,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.014387644039093664
KDM5C-related disorders,Abnormal_Breathing_Patterns_Symptom_Present,2.0,8.0,0.2,0.008695652173913044,1.4274440148269396,0.01241255665066904,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.05367216776322767
Kleefstra syndrome,Abnormal_Breathing_Patterns_Symptom_Present,1.0,23.0,0.041666666666666664,0.0015408320493066256,1.4274440148269396,0.0021994514866362706,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.009510476568214457
Koolen-de Vries Syndrome,Abnormal_Breathing_Patterns_Symptom_Present,1.0,6.0,0.14285714285714285,0.005847953216374269,1.4274440148269396,0.0083476258177014,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.03609531750158586
Malan Syndrome,Abnormal_Breathing_Patterns_Symptom_Present,2.0,27.0,0.06896551724137931,0.0027662517289073307,1.4274440148269396,0.003948669473933443,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.017074133589961776
Ring14 and related disorders,Abnormal_Breathing_Patterns_Symptom_Present,2.0,4.0,0.3333333333333333,0.011111111111111112,1.4274440148269396,0.015860489053632663,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.06858110325301314
STXBP1 related Disorders,Abnormal_Breathing_Patterns_Symptom_Present,3.0,52.0,0.05454545454545454,0.0024232633279483036,1.4274440148269396,0.0034590727338294175,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.014957106525293655
Wiedemann-Steiner Syndrome (WSS),Abnormal_Breathing_Patterns_Symptom_Present,9.0,46.0,0.16363636363636364,0.006741573033707865,1.4274440148269396,0.009623218077484987,HP:0002094,Dyspnea,4.744855277944243,6.172299292771182,0.04161100646812033
8p-related disorders,Abnormal_Upper_Respiratory_Symptom_Present,2.0,8.0,0.2,0.008968609865470852,1.6505875661411493,0.014803475929517034,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.09079410772513552
AHC (Alternating Hemiplegia of Childhood),Abnormal_Upper_Respiratory_Symptom_Present,1.0,17.0,0.05555555555555555,0.002183406113537118,1.6505875661411493,0.003603902982840937,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.022103805701643255
CASK-Related Disorders,Abnormal_Upper_Respiratory_Symptom_Present,2.0,12.0,0.14285714285714285,0.005780346820809248,1.6505875661411493,0.009540968590411267,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.05851758966099775
HUWE1-related disorders,Abnormal_Upper_Respiratory_Symptom_Present,1.0,17.0,0.05555555555555555,0.002331002331002331,1.6505875661411493,0.0038475234641984833,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.023598002357465293
KDM5C-related disorders,Abnormal_Upper_Respiratory_Symptom_Present,1.0,9.0,0.1,0.004347826086956522,1.6505875661411493,0.007176467678874562,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.044015404397185265
Kleefstra syndrome,Abnormal_Upper_Respiratory_Symptom_Present,3.0,21.0,0.125,0.004622496147919877,1.6505875661411493,0.007629834666291908,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.04679603857327864
Koolen-de Vries Syndrome,Abnormal_Upper_Respiratory_Symptom_Present,2.0,5.0,0.2857142857142857,0.011695906432748537,1.6505875661411493,0.01930511773264502,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.1184040118286855
Malan Syndrome,Abnormal_Upper_Respiratory_Symptom_Present,1.0,28.0,0.034482758620689655,0.0013831258644536654,1.6505875661411493,0.002282970354275449,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.014002134178910943
Ogden Syndrome (NAA10),Abnormal_Upper_Respiratory_Symptom_Present,1.0,8.0,0.1111111111111111,0.0035971223021582736,1.6505875661411493,0.005937365345831473,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.03641562234299501
STXBP1 related Disorders,Abnormal_Upper_Respiratory_Symptom_Present,2.0,53.0,0.03636363636363636,0.0016155088852988692,1.6505875661411493,0.0026665388790648617,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.016354673685545416
Wiedemann-Steiner Syndrome (WSS),Abnormal_Upper_Respiratory_Symptom_Present,3.0,52.0,0.05454545454545454,0.0022471910112359553,1.6505875661411493,0.0037091855418902235,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.123543011352611,0.02274953485697216
4H Leukodystrophy,Abnormal_Eye_Movement_Symptom_Present,2.0,6.0,0.25,0.016,1.0444517625708338,0.01671122820113334,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.10916448043219559
8p-related disorders,Abnormal_Eye_Movement_Symptom_Present,2.0,8.0,0.2,0.008968609865470852,1.0444517625708338,0.0093672803818012,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.06119085226019932
AHC (Alternating Hemiplegia of Childhood),Abnormal_Eye_Movement_Symptom_Present,10.0,8.0,0.5555555555555556,0.021834061135371178,1.0444517625708338,0.022804623636917768,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.14896899622297433
CACNA1A related disorders,Abnormal_Eye_Movement_Symptom_Present,27.0,16.0,0.627906976744186,0.02786377708978328,1.0444517625708338,0.029102371093304966,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.19010842180529416
CASK-Related Disorders,Abnormal_Eye_Movement_Symptom_Present,4.0,10.0,0.2857142857142857,0.011560693641618497,1.0444517625708338,0.01207458685052987,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.0788760696764419
CHAMP1 related disorders,Abnormal_Eye_Movement_Symptom_Present,4.0,9.0,0.3076923076923077,0.01238390092879257,1.0444517625708338,0.012934387152579987,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.08449263191346408
CHD2 related disorders,Abnormal_Eye_Movement_Symptom_Present,6.0,20.0,0.23076923076923078,0.012448132780082987,1.0444517625708338,0.01300147422287345,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.08493087170554635
DYRK1A Syndrome,Abnormal_Eye_Movement_Symptom_Present,7.0,9.0,0.4375,0.01832460732984293,1.0444517625708338,0.01913916842407287,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.12502476489289416
FOXP1 Syndrome,Abnormal_Eye_Movement_Symptom_Present,12.0,17.0,0.41379310344827586,0.019639934533551555,1.0444517625708338,0.02051296424034371,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.1339989530673432
HUWE1-related disorders,Abnormal_Eye_Movement_Symptom_Present,6.0,12.0,0.3333333333333333,0.013986013986013986,1.0444517625708338,0.014607716959032641,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.09542349688128986
KDM5C-related disorders,Abnormal_Eye_Movement_Symptom_Present,2.0,8.0,0.2,0.008695652173913044,1.0444517625708338,0.009082189239746382,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.05932852197401934
Kleefstra syndrome,Abnormal_Eye_Movement_Symptom_Present,11.0,13.0,0.4583333333333333,0.01694915254237288,1.0444517625708338,0.017702572246963286,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.11564033944088516
Koolen-de Vries Syndrome,Abnormal_Eye_Movement_Symptom_Present,2.0,5.0,0.2857142857142857,0.011695906432748537,1.0444517625708338,0.012215810088547763,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.07979859680716052
Malan Syndrome,Abnormal_Eye_Movement_Symptom_Present,19.0,10.0,0.6551724137931034,0.02627939142461964,1.0444517625708338,0.02744755669273284,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.1792985069339312
Ogden Syndrome (NAA10),Abnormal_Eye_Movement_Symptom_Present,4.0,5.0,0.4444444444444444,0.014388489208633094,1.0444517625708338,0.015028082914688257,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.0981694967915428
Pallister-Killian mosaic syndrome (PKS),Abnormal_Eye_Movement_Symptom_Present,4.0,4.0,0.5,0.023391812865497075,1.0444517625708338,0.024431620177095527,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.15959719361432104
Ring14 and related disorders,Abnormal_Eye_Movement_Symptom_Present,1.0,5.0,0.16666666666666666,0.005555555555555556,1.0444517625708338,0.005802509792060188,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.03790433348340125
SETBP1-related disorder,Abnormal_Eye_Movement_Symptom_Present,2.0,3.0,0.4,0.02531645569620253,1.0444517625708338,0.02644181677394516,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.1727286082787905
STXBP1 related Disorders,Abnormal_Eye_Movement_Symptom_Present,9.0,46.0,0.16363636363636364,0.007269789983844911,1.0444517625708338,0.007592944962146611,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.049600177902350585
SYNGAP1 related disorders,Abnormal_Eye_Movement_Symptom_Present,3.0,26.0,0.10344827586206896,0.005154639175257732,1.0444517625708338,0.0053837719720146076,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.035168969211403216
Wiedemann-Steiner Syndrome (WSS),Abnormal_Eye_Movement_Symptom_Present,19.0,36.0,0.34545454545454546,0.014232209737827715,1.0444517625708338,0.01486485654595194,HP:0000496,Abnormality of eye movement,5.778328264441391,6.822780027012224,0.09710323633949981
4H Leukodystrophy,Visual_Impairment_Symptom_Present,2.0,6.0,0.25,0.016,1.245122458032985,0.01992195932852776,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.08889719508077648
8p-related disorders,Visual_Impairment_Symptom_Present,1.0,9.0,0.1,0.004484304932735426,1.245122458032985,0.005583508780416972,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.02491513315044184
CACNA1A related disorders,Visual_Impairment_Symptom_Present,5.0,38.0,0.11627906976744186,0.005159958720330237,1.245122458032985,0.006424780485206321,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.028669116060621933
CASK-Related Disorders,Visual_Impairment_Symptom_Present,3.0,11.0,0.21428571428571427,0.008670520231213872,1.245122458032985,0.010795859462713742,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.04817405802787743
CHAMP1 related disorders,Visual_Impairment_Symptom_Present,4.0,9.0,0.3076923076923077,0.01238390092879257,1.245122458032985,0.01541947316449517,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.06880587854549264
FOXP1 Syndrome,Visual_Impairment_Symptom_Present,2.0,27.0,0.06896551724137931,0.0032733224222585926,1.245122458032985,0.004075687260337103,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.01818682387086262
HUWE1-related disorders,Visual_Impairment_Symptom_Present,2.0,16.0,0.1111111111111111,0.004662004662004662,1.245122458032985,0.00580476670411648,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.025902446119107365
Kleefstra syndrome,Visual_Impairment_Symptom_Present,5.0,19.0,0.20833333333333334,0.007704160246533128,1.245122458032985,0.009592622943243336,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.04280488977310116
Koolen-de Vries Syndrome,Visual_Impairment_Symptom_Present,1.0,6.0,0.14285714285714285,0.005847953216374269,1.245122458032985,0.00728141788323383,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.032491664868704855
Malan Syndrome,Visual_Impairment_Symptom_Present,9.0,20.0,0.3103448275862069,0.012448132780082987,1.245122458032985,0.015499449685057903,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.06916275550890286
Ogden Syndrome (NAA10),Visual_Impairment_Symptom_Present,5.0,4.0,0.5555555555555556,0.017985611510791366,1.245122458032985,0.022394288813542895,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.09992940094511744
Pallister-Killian mosaic syndrome (PKS),Visual_Impairment_Symptom_Present,2.0,6.0,0.25,0.011695906432748537,1.245122458032985,0.01456283576646766,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.06498332973740971
Ring14 and related disorders,Visual_Impairment_Symptom_Present,1.0,5.0,0.16666666666666666,0.005555555555555556,1.245122458032985,0.006917346989072139,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.030867081625269615
SETBP1-related disorder,Visual_Impairment_Symptom_Present,1.0,4.0,0.2,0.012658227848101266,1.245122458032985,0.01576104377256943,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.07033005939934849
STXBP1 related Disorders,Visual_Impairment_Symptom_Present,4.0,51.0,0.07272727272727272,0.0032310177705977385,1.245122458032985,0.0040230127884749115,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.01795177606639267
SYNGAP1 related disorders,Visual_Impairment_Symptom_Present,3.0,26.0,0.10344827586206896,0.005154639175257732,1.245122458032985,0.006418157000170025,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.02863956027086871
Wiedemann-Steiner Syndrome (WSS),Visual_Impairment_Symptom_Present,5.0,50.0,0.09090909090909091,0.003745318352059925,1.245122458032985,0.004663379992632903,HP:0000505,Visual impairment,4.310952234515545,5.55607469254853,0.020809268511417716
8p-related disorders,Abnormal_Eye_Size_Symptom_Present,1.0,9.0,0.1,0.004484304932735426,2.526056303495049,0.011327606742130266,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,11.22215530002072,0.05032356636780592
CHAMP1 related disorders,Abnormal_Eye_Size_Symptom_Present,1.0,12.0,0.07692307692307693,0.0030959752321981426,2.526056303495049,0.007820607750758667,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,11.22215530002072,0.03474351486074526
DYRK1A Syndrome,Abnormal_Eye_Size_Symptom_Present,1.0,15.0,0.0625,0.002617801047120419,2.526056303495049,0.006612712836374475,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,11.22215530002072,0.0293773698953422
HUWE1-related disorders,Abnormal_Eye_Size_Symptom_Present,1.0,17.0,0.05555555555555555,0.002331002331002331,2.526056303495049,0.005888243131690092,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,11.22215530002072,0.02615887016321846
CASK-Related Disorders,Abnormal_Iris_Symptom_Present,1.0,13.0,0.07142857142857142,0.002890173410404624,2.3437347467010947,0.0067737998459569205,HP:0000525,Abnormality iris morphology,8.136483208590247,10.480217955291343,0.030289647269628156
DYRK1A Syndrome,Abnormal_Iris_Symptom_Present,1.0,15.0,0.0625,0.002617801047120419,2.3437347467010947,0.0061354312740866356,HP:0000525,Abnormality iris morphology,8.136483208590247,10.480217955291343,0.027435125537411894
Kleefstra syndrome,Abnormal_Iris_Symptom_Present,1.0,23.0,0.041666666666666664,0.0015408320493066256,2.3437347467010947,0.003611301612790593,HP:0000525,Abnormality iris morphology,8.136483208590247,10.480217955291343,0.016148255709231653
Malan Syndrome,Abnormal_Iris_Symptom_Present,1.0,28.0,0.034482758620689655,0.0013831258644536654,2.3437347467010947,0.003241680147581044,HP:0000525,Abnormality iris morphology,8.136483208590247,10.480217955291343,0.014495460519075163
STXBP1 related Disorders,Abnormal_Iris_Symptom_Present,1.0,54.0,0.01818181818181818,0.0008077544426494346,2.3437347467010947,0.0018931621540396566,HP:0000525,Abnormality iris morphology,8.136483208590247,10.480217955291343,0.008465442613320957
8p-related disorders,Coloboma_Symptom_Present,1.0,9.0,0.1,0.004484304932735426,3.4423470353692043,0.015436533790893292,HP:0000589,Coloboma,6.004855913739841,9.447202949109045,0.04236413878524235
4H Leukodystrophy,Abnormality_Lens_Symptom_Present,1.0,7.0,0.125,0.008,1.8329091229351038,0.014663272983480831,HP:0000517,Abnormal lens morphology,9.389246177085615,11.22215530002072,0.08977724240016577
