Disease_Name,Symptom,Count,not_count,term_proportion,survey_frequency,survey_idf,survey_tf_idf,HPO_Code,HPO_label,hpo_dataset_idf,survey_hpo_idf,survey_hpo_tf_idf
Disease 2,Symptom 2,34,33,0.5074626865671642,0.010601808543810414,1.1823215567939547,0.012534746782349379,HP:0002086,Abnormality of the respiratory system,6.344723739362192,7.527045296156147,0.07980029313043623
Disease 4,Symptom 2,33,32,0.5076923076923077,0.006749846594395582,1.1823215567939547,0.007980489133606158,HP:0002086,Abnormality of the respiratory system,6.344723739362192,7.527045296156147,0.05080640105812085
Disease 5,Symptom 2,38,52,0.4222222222222222,0.007188800605372683,1.1823215567939547,0.008499473923225554,HP:0002086,Abnormality of the respiratory system,6.344723739362192,7.527045296156147,0.054110427781674915
Disease 6,Symptom 2,33,34,0.4925373134328358,0.005270723526593196,1.1823215567939547,0.006231690045392191,HP:0002086,Abnormality of the respiratory system,6.344723739362192,7.527045296156147,0.039672974728182854
Disease 7,Symptom 2,39,24,0.6190476190476191,0.012400635930047695,1.1823215567939547,0.01466153917804904,HP:0002086,Abnormality of the respiratory system,6.344723739362192,7.527045296156147,0.0933401483466104
Disease 1,Symptom 3,29,27,0.5178571428571429,0.014050387596899225,1.0870113769896297,0.01527293116894344,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.124882296911768,0.11415774545079518
Disease 10,Symptom 3,30,25,0.5454545454545454,0.0048115477145148355,1.0870113769896297,0.005230207106606077,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.124882296911768,0.03909325884640786
Disease 11,Symptom 3,38,27,0.5846153846153846,0.005850654349499615,1.0870113769896297,0.006359727840739943,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.124882296911768,0.04753587794959926
Disease 12,Symptom 3,32,37,0.463768115942029,0.00847682119205298,1.0870113769896297,0.009214401076468384,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.124882296911768,0.06887317443739777
Disease 2,Symptom 3,31,36,0.4626865671641791,0.00966635484876832,1.0870113769896297,0.010507437694630035,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.124882296911768,0.07853799538642495
Disease 5,Symptom 3,47,43,0.5222222222222223,0.008891411275066213,1.0870113769896297,0.009665065213490844,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.124882296911768,0.07224167006334715
Disease 6,Symptom 3,32,35,0.47761194029850745,0.005111004631847948,1.0870113769896297,0.005555720182665413,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.124882296911768,0.04152631105273544
Disease 7,Symptom 3,34,29,0.5396825396825397,0.010810810810810811,1.0870113769896297,0.011751474345833835,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.124882296911768,0.08783656537201912
Disease 8,Symptom 3,24,36,0.4,0.006442953020134228,1.0870113769896297,0.0070035632342956,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.124882296911768,0.052348234933122795
Disease 9,Symptom 3,32,36,0.47058823529411764,0.005985783763561541,1.0870113769896297,0.006506615051191198,HP:0002795,Abnormal respiratory system physiology,7.037870919922137,8.124882296911768,0.04863378853370306
Disease 11,Symptom 4,31,34,0.47692307692307695,0.004772902232486528,1.6931471805599454,0.008081225958022834,HP:0000775,Abnormality of the diaphragm,7.885168780309341,9.578315960869286,0.045716365633094364
Disease 2,Symptom 4,29,38,0.43283582089552236,0.00904271905207359,1.6931471805599454,0.015310654267614101,HP:0000775,Abnormality of the diaphragm,7.885168780309341,9.578315960869286,0.08661402022613325
Disease 5,Symptom 4,42,48,0.4666666666666667,0.007945516458569807,1.6931471805599454,0.013452928789920111,HP:0000775,Abnormality of the diaphragm,7.885168780309341,9.578315960869286,0.07610466711246879
Disease 6,Symptom 4,20,47,0.29850746268656714,0.0031943778949049674,1.6931471805599454,0.005408551926401359,HP:0000775,Abnormality of the diaphragm,7.885168780309341,9.578315960869286,0.03059676077581628
Disease 9,Symptom 4,30,38,0.4411764705882353,0.005611672278338945,1.6931471805599454,0.009501387096295989,HP:0000775,Abnormality of the diaphragm,7.885168780309341,9.578315960869286,0.05375037015078162
Disease 1,Symptom 5,27,29,0.48214285714285715,0.01308139534883721,1.2876820724517808,0.016844678273351784,HP:0002093,Respiratory insufficiency,4.639975647123768,5.927657719575548,0.07754203412235457
Disease 10,Symptom 5,27,28,0.4909090909090909,0.004330392943063352,1.2876820724517808,0.0055761693594543835,HP:0002093,Respiratory insufficiency,4.639975647123768,5.927657719575548,0.025669087157744956
Disease 11,Symptom 5,36,29,0.5538461538461539,0.005542725173210162,1.2876820724517808,0.0071372678380699165,HP:0002093,Respiratory insufficiency,4.639975647123768,5.927657719575548,0.03285537766046493
Disease 2,Symptom 5,24,43,0.3582089552238806,0.007483629560336763,1.2876820724517808,0.009636535621715852,HP:0002093,Respiratory insufficiency,4.639975647123768,5.927657719575548,0.04436039453377398
Disease 6,Symptom 5,30,37,0.44776119402985076,0.004791566842357451,1.2876820724517808,0.006170014721858077,HP:0002093,Respiratory insufficiency,4.639975647123768,5.927657719575548,0.028402768181962378
Disease 7,Symptom 5,33,30,0.5238095238095238,0.010492845786963434,1.2876820724517808,0.013511449408874011,HP:0002093,Respiratory insufficiency,4.639975647123768,5.927657719575548,0.06219799832940957
Disease 8,Symptom 5,31,29,0.5166666666666667,0.00832214765100671,1.2876820724517808,0.01071628033449804,HP:0002093,Respiratory insufficiency,4.639975647123768,5.927657719575548,0.049330842766937444
Disease 9,Symptom 5,34,34,0.5,0.006359895248784137,1.2876820724517808,0.008189523094530592,HP:0002093,Respiratory insufficiency,4.639975647123768,5.927657719575548,0.037699282167147144
Disease 10,Symptom 6,30,25,0.5454545454545454,0.0048115477145148355,1.6931471805599454,0.008146658446960444,HP:0002091,Restrictive ventilatory defect,5.805727238629506,7.498874419189451,0.036081192073084765
Disease 12,Symptom 6,37,32,0.5362318840579711,0.00980132450331126,1.6931471805599454,0.016595084948534566,HP:0002091,Restrictive ventilatory defect,5.805727238629506,7.498874419189451,0.07349890159205555
Disease 4,Symptom 6,40,25,0.6153846153846154,0.008181632235631009,1.6931471805599454,0.013852707552137005,HP:0002091,Restrictive ventilatory defect,5.805727238629506,7.498874419189451,0.06135303267898917
Disease 6,Symptom 6,29,38,0.43283582089552236,0.004631847947612203,1.6931471805599454,0.007842400293281971,HP:0002091,Restrictive ventilatory defect,5.805727238629506,7.498874419189451,0.03473364608792431
Disease 9,Symptom 6,34,34,0.5,0.006359895248784137,1.6931471805599454,0.010768238709135455,HP:0002091,Restrictive ventilatory defect,5.805727238629506,7.498874419189451,0.0476920557898319
Disease 10,Symptom 7,29,26,0.5272727272727272,0.004651162790697674,1.6931471805599454,0.007875103165395095,HP:0002094,Dyspnea,4.744855277944243,6.438002458504188,0.02994419748141483
Disease 11,Symptom 7,33,32,0.5076923076923077,0.005080831408775982,1.6931471805599454,0.008602595374669468,HP:0002094,Dyspnea,4.744855277944243,6.438002458504188,0.03271040510094507
Disease 5,Symptom 7,45,45,0.5,0.00851305334846765,1.6931471805599454,0.014413852274914405,HP:0002094,Dyspnea,4.744855277944243,6.438002458504188,0.054807058386812046
Disease 6,Symptom 7,26,41,0.3880597014925373,0.004152691263376458,1.6931471805599454,0.007031117504321767,HP:0002094,Dyspnea,4.744855277944243,6.438002458504188,0.0267350365630265
Disease 8,Symptom 7,28,32,0.4666666666666667,0.007516778523489933,1.6931471805599454,0.01272701236394053,HP:0002094,Dyspnea,4.744855277944243,6.438002458504188,0.04839303861425967
Disease 1,Symptom 8,30,26,0.5357142857142857,0.014534883720930232,1.6931471805599454,0.02460969739185967,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.166102625771407,0.1477631195606309
Disease 10,Symptom 8,25,30,0.45454545454545453,0.00400962309542903,1.6931471805599454,0.006788882039133703,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.166102625771407,0.04076223987879473
Disease 11,Symptom 8,33,32,0.5076923076923077,0.005080831408775982,1.6931471805599454,0.008602595374669468,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.166102625771407,0.051652253525859344
Disease 4,Symptom 8,33,32,0.5076923076923077,0.006749846594395582,1.6931471805599454,0.011428483730513028,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.166102625771407,0.06861963318683911
Disease 6,Symptom 8,30,37,0.44776119402985076,0.004791566842357451,1.6931471805599454,0.00811282788960204,HP:0002087,Abnormality of the upper respiratory tract,8.472955445211461,10.166102625771407,0.04871156025764929
Disease 1,Symptom 9,24,32,0.42857142857142855,0.011627906976744186,1.0870113769896297,0.012639667174298019,HP:0000496,Abnormality of eye movement,5.778328264441391,6.865339641431021,0.0798295307143142
Disease 10,Symptom 9,30,25,0.5454545454545454,0.0048115477145148355,1.0870113769896297,0.005230207106606077,HP:0000496,Abnormality of eye movement,5.778328264441391,6.865339641431021,0.033032909261095526
Disease 11,Symptom 9,37,28,0.5692307692307692,0.005696689761354888,1.0870113769896297,0.006192366581773102,HP:0000496,Abnormality of eye movement,5.778328264441391,6.865339641431021,0.039109710043563936
Disease 12,Symptom 9,42,27,0.6086956521739131,0.011125827814569536,1.0870113769896297,0.012093901412864753,HP:0000496,Abnormality of eye movement,5.778328264441391,6.865339641431021,0.0763825867391001
Disease 4,Symptom 9,33,32,0.5076923076923077,0.006749846594395582,1.0870113769896297,0.007337160041042704,HP:0000496,Abnormality of eye movement,5.778328264441391,6.865339641431021,0.04633998939808216
Disease 5,Symptom 9,38,52,0.4222222222222222,0.007188800605372683,1.0870113769896297,0.007814308044950044,HP:0000496,Abnormality of eye movement,5.778328264441391,6.865339641431021,0.0493535577704084
Disease 6,Symptom 9,27,40,0.40298507462686567,0.004312410158121706,1.0870113769896297,0.004687638904123942,HP:0000496,Abnormality of eye movement,5.778328264441391,6.865339641431021,0.029606160408662763
Disease 7,Symptom 9,37,26,0.5873015873015873,0.011764705882352941,1.0870113769896297,0.012788369141054468,HP:0000496,Abnormality of eye movement,5.778328264441391,6.865339641431021,0.08076870166389437
Disease 8,Symptom 9,27,33,0.45,0.007248322147651007,1.0870113769896297,0.007879008638582551,HP:0000496,Abnormality of eye movement,5.778328264441391,6.865339641431021,0.04976219337413089
Disease 9,Symptom 9,34,34,0.5,0.006359895248784137,1.0870113769896297,0.006913278491890649,HP:0000496,Abnormality of eye movement,5.778328264441391,6.865339641431021,0.043662840966826544
Disease 10,Symptom 10,30,25,0.5454545454545454,0.0048115477145148355,1.4054651081081644,0.006762462428748185,HP:0000505,Visual impairment,4.310952234515545,5.71641734262371,0.02750481480011408
Disease 11,Symptom 10,29,36,0.4461538461538462,0.0044649730561970745,1.4054651081081644,0.006275363839128062,HP:0000505,Visual impairment,4.310952234515545,5.71641734262371,0.025523649412792546
Disease 2,Symptom 10,31,36,0.4626865671641791,0.00966635484876832,1.4054651081081644,0.013585724462536046,HP:0000505,Visual impairment,4.310952234515545,5.71641734262371,0.05525691849745401
Disease 4,Symptom 10,33,32,0.5076923076923077,0.006749846594395582,1.4054651081081644,0.009486673873505711,HP:0000505,Visual impairment,4.310952234515545,5.71641734262371,0.038584940132252485
Disease 5,Symptom 10,35,55,0.3888888888888889,0.00662126371547484,1.4054651081081644,0.009305955123682512,HP:0000505,Visual impairment,4.310952234515545,5.71641734262371,0.037849906733225476
Disease 6,Symptom 10,33,34,0.4925373134328358,0.005270723526593196,1.4054651081081644,0.007407818011111552,HP:0000505,Visual impairment,4.310952234515545,5.71641734262371,0.030129655375592146
Disease 9,Symptom 10,36,32,0.5294117647058824,0.006734006734006734,1.4054651081081644,0.00946441150241188,HP:0000505,Visual impairment,4.310952234515545,5.71641734262371,0.03849439287962094
Disease 10,Symptom 11,27,28,0.4909090909090909,0.004330392943063352,1.2876820724517808,0.0055761693594543835,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,9.98378106897745,0.04323369508618944
Disease 11,Symptom 11,36,29,0.5538461538461539,0.005542725173210162,1.2876820724517808,0.0071372678380699165,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,9.98378106897745,0.05533735465484037
Disease 12,Symptom 11,34,35,0.4927536231884058,0.009006622516556291,1.2876820724517808,0.011597666347910079,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,9.98378106897745,0.08992014737622074
Disease 4,Symptom 11,32,33,0.49230769230769234,0.006545305788504807,1.2876820724517808,0.008428272922572507,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,9.98378106897745,0.06534690002194281
Disease 5,Symptom 11,47,43,0.5222222222222223,0.008891411275066213,1.2876820724517808,0.011449310897698392,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,9.98378106897745,0.08876990356449871
Disease 6,Symptom 11,29,38,0.43283582089552236,0.004631847947612203,1.2876820724517808,0.005964347564462809,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,9.98378106897745,0.04624335585375276
Disease 8,Symptom 11,29,31,0.48333333333333334,0.007785234899328859,1.2876820724517808,0.010024907409691716,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,9.98378106897745,0.07772608080546203
Disease 9,Symptom 11,31,37,0.45588235294117646,0.005798728020950243,1.2876820724517808,0.007466918115601422,HP:0200007,Abnormal size of the palpebral fissures,8.69609899652567,9.98378106897745,0.057893231039712105
Disease 10,Symptom 12,27,28,0.4909090909090909,0.004330392943063352,1.4054651081081644,0.006086216185873366,HP:0000525,Abnormality iris morphology,8.136483208590247,9.541948316698411,0.04132038565370603
Disease 11,Symptom 12,32,33,0.49230769230769234,0.004926866820631255,1.4054651081081644,0.006924539408693035,HP:0000525,Abnormality iris morphology,8.136483208590247,9.541948316698411,0.04701190856571966
Disease 12,Symptom 12,34,35,0.4927536231884058,0.009006622516556291,1.4054651081081644,0.012658493688921215,HP:0000525,Abnormality iris morphology,8.136483208590247,9.541948316698411,0.08594072656099232
Disease 5,Symptom 12,38,52,0.4222222222222222,0.007188800605372683,1.4054651081081644,0.010103608419998156,HP:0000525,Abnormality iris morphology,8.136483208590247,9.541948316698411,0.06859516383551639
Disease 6,Symptom 12,30,37,0.44776119402985076,0.004791566842357451,1.4054651081081644,0.006734380010101411,HP:0000525,Abnormality iris morphology,8.136483208590247,9.541948316698411,0.0457208831657806
Disease 7,Symptom 12,34,29,0.5396825396825397,0.010810810810810811,1.4054651081081644,0.01519421738495313,HP:0000525,Abnormality iris morphology,8.136483208590247,9.541948316698411,0.1031561980183612
Disease 9,Symptom 12,32,36,0.47058823529411764,0.005985783763561541,1.4054651081081644,0.008412810224366116,HP:0000525,Abnormality iris morphology,8.136483208590247,9.541948316698411,0.05711603930683672
Disease 10,Symptom 13,26,29,0.4727272727272727,0.004170008019246191,1.6931471805599454,0.007060437320699051,HP:0000589,Coloboma,6.004855913739841,7.698003094299787,0.032100734635412104
Disease 11,Symptom 13,32,33,0.49230769230769234,0.004926866820631255,1.6931471805599454,0.008341910666346151,HP:0000589,Coloboma,6.004855913739841,7.698003094299787,0.03792703603042235
Disease 6,Symptom 13,22,45,0.3283582089552239,0.003513815684395464,1.6931471805599454,0.005949407119041495,HP:0000589,Coloboma,6.004855913739841,7.698003094299787,0.027049364011275404
Disease 8,Symptom 13,32,28,0.5333333333333333,0.008590604026845637,1.6931471805599454,0.014545156987360603,HP:0000589,Coloboma,6.004855913739841,7.698003094299787,0.06613049638056191
Disease 9,Symptom 13,33,35,0.4852941176470588,0.006172839506172839,1.6931471805599454,0.010451525805925588,HP:0000589,Coloboma,6.004855913739841,7.698003094299787,0.04751853761913448
Disease 10,Symptom 14,29,26,0.5272727272727272,0.004651162790697674,1.4054651081081644,0.006537047014456578,HP:0000517,Abnormal lens morphology,9.389246177085615,10.79471128519378,0.050207959466017575
Disease 11,Symptom 14,36,29,0.5538461538461539,0.005542725173210162,1.4054651081081644,0.0077901068347796636,HP:0000517,Abnormal lens morphology,9.389246177085615,10.79471128519378,0.059832117977979375
Disease 12,Symptom 14,38,31,0.5507246376811594,0.010066225165562914,1.4054651081081644,0.014147728240559005,HP:0000517,Abnormal lens morphology,9.389246177085615,10.79471128519378,0.1086619943940036
Disease 4,Symptom 14,35,30,0.5384615384615384,0.007158928206177132,1.4054651081081644,0.01006162380523333,HP:0000517,Abnormal lens morphology,9.389246177085615,10.79471128519378,0.07727856309711234
Disease 6,Symptom 14,27,40,0.40298507462686567,0.004312410158121706,1.4054651081081644,0.00606094200909127,HP:0000517,Abnormal lens morphology,9.389246177085615,10.79471128519378,0.04655122260026067
Disease 7,Symptom 14,33,30,0.5238095238095238,0.010492845786963434,1.4054651081081644,0.01474732863833686,HP:0000517,Abnormal lens morphology,9.389246177085615,10.79471128519378,0.11326724083033218
Disease 9,Symptom 14,33,35,0.4852941176470588,0.006172839506172839,1.4054651081081644,0.008675710543877557,HP:0000517,Abnormal lens morphology,9.389246177085615,10.79471128519378,0.06663402027897394
Disease 1,Symptom 15,26,30,0.4642857142857143,0.012596899224806201,1.2876820724517808,0.01622080130026468,HP:0000504,Abnormality of vision,5.6515765588022475,6.939258631254028,0.08741314167277361
Disease 10,Symptom 15,26,29,0.4727272727272727,0.004170008019246191,1.2876820724517808,0.00536964456836348,HP:0000504,Abnormality of vision,5.6515765588022475,6.939258631254028,0.028936764139952643
Disease 11,Symptom 15,32,33,0.49230769230769234,0.004926866820631255,1.2876820724517808,0.006344238078284371,HP:0000504,Abnormality of vision,5.6515765588022475,6.939258631254028,0.034188803110104526
Disease 12,Symptom 15,35,34,0.5072463768115942,0.009271523178807948,1.2876820724517808,0.01193877418167214,HP:0000504,Abnormality of vision,5.6515765588022475,6.939258631254028,0.06433749724341484
Disease 6,Symptom 15,26,41,0.3880597014925373,0.004152691263376458,1.2876820724517808,0.005347346092277001,HP:0000504,Abnormality of vision,5.6515765588022475,6.939258631254028,0.02881659869231828
Disease 7,Symptom 15,33,30,0.5238095238095238,0.010492845786963434,1.2876820724517808,0.013511449408874011,HP:0000504,Abnormality of vision,5.6515765588022475,6.939258631254028,0.07281257069360347
Disease 8,Symptom 15,27,33,0.45,0.007248322147651007,1.2876820724517808,0.009333534484885391,HP:0000504,Abnormality of vision,5.6515765588022475,6.939258631254028,0.05029798202519698
Disease 9,Symptom 15,36,32,0.5294117647058824,0.006734006734006734,1.2876820724517808,0.008671259747150039,HP:0000504,Abnormality of vision,5.6515765588022475,6.939258631254028,0.04672901435187898
Disease 10,Symptom 16,32,23,0.5818181818181818,0.005132317562149158,1.538996500732687,0.007898618768796469,HP:0000540,Hypermetropia,5.045440755231931,6.584437255964618,0.03379342296565642
Disease 11,Symptom 16,34,31,0.5230769230769231,0.005234795996920708,1.538996500732687,0.008056332721310447,HP:0000540,Hypermetropia,5.045440755231931,6.584437255964618,0.03446818578949915
Disease 2,Symptom 16,31,36,0.4626865671641791,0.00966635484876832,1.538996500732687,0.014876486287094886,HP:0000540,Hypermetropia,5.045440755231931,6.584437255964618,0.06364750699560436
Disease 6,Symptom 16,29,38,0.43283582089552236,0.004631847947612203,1.538996500732687,0.0071283977833010576,HP:0000540,Hypermetropia,5.045440755231931,6.584437255964618,0.03049811219022104
Disease 8,Symptom 16,23,37,0.38333333333333336,0.006174496644295302,1.538996500732687,0.009502528729356188,HP:0000540,Hypermetropia,5.045440755231931,6.584437255964618,0.0406555857415265
Disease 9,Symptom 16,28,40,0.4117647058823529,0.005237560793116348,1.538996500732687,0.008060587732980776,HP:0000540,Hypermetropia,5.045440755231931,6.584437255964618,0.03448639041657488
Disease 1,Symptom 17,29,27,0.5178571428571429,0.014050387596899225,1.2876820724517808,0.01809243221952599,HP:0000545,Myopia,4.392033903321501,5.679715975773282,0.0798022108999153
Disease 10,Symptom 17,31,24,0.5636363636363636,0.004971932638331997,1.2876820724517808,0.006402268523817996,HP:0000545,Myopia,4.392033903321501,5.679715975773282,0.028239165236402842
Disease 11,Symptom 17,34,31,0.5230769230769231,0.005234795996920708,1.2876820724517808,0.006740752958177143,HP:0000545,Myopia,4.392033903321501,5.679715975773282,0.029732154453624565
Disease 12,Symptom 17,34,35,0.4927536231884058,0.009006622516556291,1.2876820724517808,0.011597666347910079,HP:0000545,Myopia,4.392033903321501,5.679715975773282,0.051155057795044125
Disease 2,Symptom 17,31,36,0.4626865671641791,0.00966635484876832,1.2876820724517808,0.01244719184471631,HP:0000545,Myopia,4.392033903321501,5.679715975773282,0.05490215006204295
Disease 5,Symptom 17,38,52,0.4222222222222222,0.007188800605372683,1.2876820724517808,0.009256889661968913,HP:0000545,Myopia,4.392033903321501,5.679715975773282,0.04083034564498386
Disease 6,Symptom 17,32,35,0.47761194029850745,0.005111004631847948,1.2876820724517808,0.006581349036648617,HP:0000545,Myopia,4.392033903321501,5.679715975773282,0.029029054659758028
Disease 7,Symptom 17,38,25,0.6031746031746031,0.012082670906200318,1.2876820724517808,0.015558638713248862,HP:0000545,Myopia,4.392033903321501,5.679715975773282,0.06862613897595699
Disease 1,Symptom 18,35,21,0.625,0.01695736434108527,1.6931471805599454,0.02871131362383628,HP:0000587,Abnormal optic nerve morphology,6.648406153160415,8.34155333372036,0.14145075905049057
Disease 10,Symptom 18,22,33,0.4,0.003528468323977546,1.6931471805599454,0.005974216194437658,HP:0000587,Abnormal optic nerve morphology,6.648406153160415,8.34155333372036,0.029432906710801586
Disease 2,Symptom 18,31,36,0.4626865671641791,0.00966635484876832,1.6931471805599454,0.016366561458484037,HP:0000587,Abnormal optic nerve morphology,6.648406153160415,8.34155333372036,0.08063241451366733
Disease 6,Symptom 18,31,36,0.4626865671641791,0.004951285737102699,1.6931471805599454,0.008383255485922106,HP:0000587,Abnormal optic nerve morphology,6.648406153160415,8.34155333372036,0.041301414046531086
Disease 9,Symptom 18,39,29,0.5735294117647058,0.007295173961840628,1.6931471805599454,0.012351803225184787,HP:0000587,Abnormal optic nerve morphology,6.648406153160415,8.34155333372036,0.060853082681461654
Disease 1,Symptom 19,32,24,0.5714285714285714,0.015503875968992248,1.0,0.015503875968992248,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.127894263776579
Disease 10,Symptom 19,32,23,0.5818181818181818,0.005132317562149158,1.0,0.005132317562149158,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.042337411457074425
Disease 11,Symptom 19,37,28,0.5692307692307692,0.005696689761354888,1.0,0.005696689761354888,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.04699301932298781
Disease 12,Symptom 19,40,29,0.5797101449275363,0.010596026490066225,1.0,0.010596026490066225,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.08740852994531757
Disease 2,Symptom 19,28,39,0.417910447761194,0.008730901153726224,1.0,0.008730901153726224,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.07202277529794253
Disease 4,Symptom 19,39,26,0.6,0.007977091429740233,1.0,0.007977091429740233,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.06580446318878799
Disease 5,Symptom 19,46,44,0.5111111111111111,0.00870223231176693,1.0,0.00870223231176693,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.07178628085983917
Disease 6,Symptom 19,32,35,0.47761194029850745,0.005111004631847948,1.0,0.005111004631847948,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.04216159725840266
Disease 7,Symptom 19,37,26,0.5873015873015873,0.011764705882352941,1.0,0.011764705882352941,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.09704917663046289
Disease 8,Symptom 19,24,36,0.4,0.006442953020134228,1.0,0.006442953020134228,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.05314907928218639
Disease 9,Symptom 19,35,33,0.5147058823529411,0.0065469509913954355,1.0,0.0065469509913954355,HP:0000479,Abnormal retinal morphology,7.249180013589345,8.249180013589346,0.05400697726816818
Disease 1,Symptom 20,32,24,0.5714285714285714,0.015503875968992248,1.4054651081081644,0.02179015671485526,HP:0000508,Ptosis,3.830489474479672,5.235954582587836,0.0811775904277184
Disease 10,Symptom 20,27,28,0.4909090909090909,0.004330392943063352,1.4054651081081644,0.006086216185873366,HP:0000508,Ptosis,3.830489474479672,5.235954582587836,0.022673740774638584
Disease 11,Symptom 20,32,33,0.49230769230769234,0.004926866820631255,1.4054651081081644,0.006924539408693035,HP:0000508,Ptosis,3.830489474479672,5.235954582587836,0.02579685090728418
Disease 2,Symptom 20,32,35,0.47761194029850745,0.009978172747115684,1.4054651081081644,0.014023973638746884,HP:0000508,Ptosis,3.830489474479672,5.235954582587836,0.05224525932111342
Disease 6,Symptom 20,29,38,0.43283582089552236,0.004631847947612203,1.4054651081081644,0.006509900676431364,HP:0000508,Ptosis,3.830489474479672,5.235954582587836,0.024252145487150177
Disease 8,Symptom 20,22,38,0.36666666666666664,0.005906040268456376,1.4054651081081644,0.008300733524397213,HP:0000508,Ptosis,3.830489474479672,5.235954582587836,0.030923758608572455
Disease 9,Symptom 20,34,34,0.5,0.006359895248784137,1.4054651081081644,0.008938610863388999,HP:0000508,Ptosis,3.830489474479672,5.235954582587836,0.03330012267264991
Disease 1,Symptom 21,34,22,0.6071428571428571,0.016472868217054265,1.2876820724517808,0.021211817084961507,HP:0001907,Thromboembolism,6.786556491641232,8.074238564093012,0.13300586781936163
